claim_id,company,manager,vehicle,period,industry,borrower,business_description,investment_type,principal_or_shares,amortized_cost_usd_m,fair_value_usd_m,source_file,source_table_index,status
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"DriveCentric Holdings, LLC (13)",Provider of CRM software to the automotive dealership industry,First lien senior secured loan,11.6,11.6,11.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,12,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"DriveCentric Holdings, LLC (13)",Provider of CRM software to the automotive dealership industry,First lien senior secured loan,12.1,12.1,12.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,12,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Echo Purchaser, Inc. (13)","Software provider of mission critical security, supply chain, and collaboration solutions for highly regulated end markets",First lien senior secured loan,11.3,11.3,11.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Eclipse Topco, Inc., Eclipse Investor Parent, L.P. and Eclipse Buyer, Inc. (13)",Payment processing solution provider,First lien senior secured loan,35.2,35.2,34.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Eclipse Topco, Inc., Eclipse Investor Parent, L.P. and Eclipse Buyer, Inc. (13)",Payment processing solution provider,Preferred units,8.2,8.2,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Eclipse Topco, Inc., Eclipse Investor Parent, L.P. and Eclipse Buyer, Inc. (13)",Payment processing solution provider,Class A common units,0.6,0.5,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Edition Holdings, Inc. and Enverus, Inc. (13)",SaaS based business analytics company focused on oil and gas industry,First lien senior secured revolving loan,0.2,0.2,0.2,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Edition Holdings, Inc. and Enverus, Inc. (13)",SaaS based business analytics company focused on oil and gas industry,First lien senior secured loan,80.9,80.9,79.2,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Edmunds Govtech, Inc. (13)",Provider of ERP software solutions for local governments,First lien senior secured revolving loan,1.7,1.7,1.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Edmunds Govtech, Inc. (13)",Provider of ERP software solutions for local governments,First lien senior secured loan,5.2,5.2,5.2,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Einstein Parent, Inc. (13)",Provider of SaaS based collaborative work management software,First lien senior secured loan,45.9,45.9,45.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Elemica, Inc. and EZ Elemica Holdings, Inc. (13)",SaaS based supply chain management software provider focused on chemical markets,First lien senior secured revolving loan,0.9,0.9,0.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Elemica, Inc. and EZ Elemica Holdings, Inc. (13)",SaaS based supply chain management software provider focused on chemical markets,First lien senior secured loan,113.0,113.0,110.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Elemica, Inc. and EZ Elemica Holdings, Inc. (13)",SaaS based supply chain management software provider focused on chemical markets,Preferred equity,3.7,5.1,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"EP Purchaser, LLC and TPG VIII EP Co-Invest II, L.P.",Provider of entertainment workforce and production management solutions,First lien senior secured loan,49.7,49.5,32.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"EP Purchaser, LLC and TPG VIII EP Co-Invest II, L.P.",Provider of entertainment workforce and production management solutions,Partnership units,5034483.0,3.0,1.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"eResearchTechnology, Inc. and Astorg VII Co-Invest ERT","Provider of mission-critical, software-enabled clinical research solutions",Limited partnership interest,,3988000.0,0.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"ESHA Intermediate, LLC (13)",Provider of nutritional information and software as a services (SaaS) compliance solutions,First lien senior secured loan,22.2,22.2,21.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Extrahop Networks, Inc.",Provider of real-time wire data analytics solutions for application and infrastructure monitoring,First lien senior secured revolving loan,4.3,4.3,4.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Extrahop Networks, Inc.",Provider of real-time wire data analytics solutions for application and infrastructure monitoring,First lien senior secured loan,3.8,3.8,3.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Extrahop Networks, Inc.",Provider of real-time wire data analytics solutions for application and infrastructure monitoring,First lien senior secured loan,35.0,35.0,34.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,13,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,Flexera Software LLC (13),"Provider of IT asset management, SaaS management and cloud optimization software products to enterprises",First lien senior secured loan,18.6,18.6,18.2,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,Flexera Software LLC (13),"Provider of IT asset management, SaaS management and cloud optimization software products to enterprises",First lien senior secured loan,6.6,6.8,6.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,Flexera Software LLC (13),"Provider of IT asset management, SaaS management and cloud optimization software products to enterprises",First lien senior secured loan,120.4,120.4,118.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Forescout Technologies, Inc. (13)",Network access control solutions provider,First lien senior secured loan,5.1,5.1,5.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,GHP-VGS Purchaser LLC (13),Provider of assessment software and third party appraisal services,First lien senior secured revolving loan,0.3,0.3,0.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,GHP-VGS Purchaser LLC (13),Provider of assessment software and third party appraisal services,First lien senior secured loan,10.6,10.6,10.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,GI Ranger Intermediate LLC (13),Provider of payment processing services and software to healthcare providers,First lien senior secured revolving loan,2.1,2.1,1.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,GI Ranger Intermediate LLC (13),Provider of payment processing services and software to healthcare providers,First lien senior secured loan,9.8,9.8,8.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,GI Ranger Intermediate LLC (13),Provider of payment processing services and software to healthcare providers,First lien senior secured loan,3.0,3.0,2.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Goose Borrower, L.P. (13)",Energy equipment manufacturing and services company,First lien senior secured loan,83.9,83.9,83.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Guidepoint Security Holdings, LLC (13)",Cybersecurity solutions provider,First lien senior secured revolving loan,0.8,0.8,0.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Guidepoint Security Holdings, LLC (13)",Cybersecurity solutions provider,First lien senior secured loan,7.9,7.9,7.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Guidepoint Security Holdings, LLC (13)",Cybersecurity solutions provider,First lien senior secured loan,7.0,7.0,7.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Guidepoint Security Holdings, LLC (13)",Cybersecurity solutions provider,First lien senior secured loan,2.4,2.4,2.4,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Heavy Construction Systems Specialists, LLC (13)",Provider of construction software,First lien senior secured loan,13.7,13.7,13.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Heavy Construction Systems Specialists, LLC (13)",Provider of construction software,First lien senior secured loan,0.1,0.1,0.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"HS Purchaser, LLC, and Help/Systems Holdings, Inc. (13)",Provider of IT operations management and cybersecurity software,First lien senior secured loan,63.6,63.6,56.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Huskies Parent, Inc., GI Insurity Parent LLC and GI Insurity TopCo LP (13)",Insurance software provider,First lien senior secured revolving loan,1.6,1.6,1.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Huskies Parent, Inc., GI Insurity Parent LLC and GI Insurity TopCo LP (13)",Insurance software provider,First lien senior secured loan,58.4,58.4,54.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Huskies Parent, Inc., GI Insurity Parent LLC and GI Insurity TopCo LP (13)",Insurance software provider,First lien senior secured loan,5.3,5.3,5.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Huskies Parent, Inc., GI Insurity Parent LLC and GI Insurity TopCo LP (13)",Insurance software provider,Senior subordinated loan,140.6,120.9,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,"Hyland Software, Inc. (13)",Enterprise content management software provider,First lien senior secured loan,108.6,107.7,108.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,14,parser-derived-needs-reconciliation
