parser_row_id,schedule,page,source_y,cusip_or_identifier,name_or_description_near_row,actual_cost,fair_value,book_adjusted_carrying_value,unrealized_valuation_change,current_year_depreciation_or_amortization,current_year_other_than_temporary_impairment,capitalized_deferred_interest_and_other,total_foreign_exchange_change,investment_income,commitment_for_additional_investment,percentage_of_ownership,current_status,boundary
CFAASBACP-0364,Schedule BA Part 1,5823,450.2,36143L-2N-4,GBDC4 2025-1A A1 GBLATL 144A,,,"15,728,569",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0365,Schedule BA Part 1,5823,458.2,381941-AA-1,GBLATL 144A GCBSL 2024-72A A,,,"6,875,977",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0366,Schedule BA Part 1,5823,466.2,378272-BR-8,GCBSL 2024-72A A GLENLN,,,"821,991",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0367,Schedule BA Part 1,5823,474.3,378272-AQ-1,GLENLN GLENLN3.875,,,"990,978",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0368,Schedule BA Part 1,5823,482.3,38139M-AC-9,GLENLN3.875 GLM 2024-20A A,,,"947,027",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0369,Schedule BA Part 1,5823,490.4,370918-AA-2,GLM 2024-20A A GNRT 2023-13A A1,,,"3,759,546",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0370,Schedule BA Part 1,5823,498.4,37147X-AA-1,GNRT 2023-13A A1 GNRT 2024-15A A,,,"1,314,894",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0371,Schedule BA Part 1,5823,506.4,38180J-AA-8,GNRT 2024-15A A GOCAP 2016-31A A1RR,,,"5,402,870",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0372,Schedule BA Part 1,5823,514.5,38180N-AA-9,GOCAP 2016-31A A1RR GOCAP 2019-44A A1R,,,"19,872,042",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0373,Schedule BA Part 1,5823,522.5,38181H-AC-7,GOCAP 2019-44A A1R GOCAP 2020-49A A1R2,,,"5,680,590",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0374,Schedule BA Part 1,5823,530.6,38179P-AA-7,GOCAP 2020-49A A1R2 GOCAP 2023-67A A1,,,"10,831,615",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0375,Schedule BA Part 1,5823,538.6,38179N-AB-0,GOCAP 2023-67A A1 GOCAP 2024-71A A,,,"997,281",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0376,Schedule BA Part 1,5823,546.6,38141G-YG-3,GOCAP 2024-71A A GS V1.542,,,"5,244,002",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0377,Schedule BA Part 1,5824,168.6,,GS V4.937,,,"5,592,789",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0378,Schedule BA Part 1,5824,176.8,40440V-AH-8,GS V4.937 HLEND,,,"1,228,281",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0379,Schedule BA Part 1,5824,184.8,442918-AA-6,HLEND HLM 2025-25A A,,,"10,151,735",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0380,Schedule BA Part 1,5824,192.9,44328J-AV-3,HLM 2025-25A A HPSPR 2023-1A A1R,,,"11,537,906",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0381,Schedule BA Part 1,5824,200.9,40445Y-AA-2,HPSPR 2023-1A A1R HPSPR 2025-3A A1,,,"1,640,190",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0382,Schedule BA Part 1,5824,209.0,46603P-AL-2,HPSPR 2025-3A A1 IVYH 18A A1R,,,"4,726,279",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0383,Schedule BA Part 1,5824,217.0,46604C-AL-0,IVYH 18A A1R IVYH 20A A1R,,,"9,094,186",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0384,Schedule BA Part 1,5824,225.0,46604E-AU-6,IVYH 20A A1R IVYH 9A A1R3,,,"2,023,942",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0385,Schedule BA Part 1,5824,233.1,46647P-DA-1,IVYH 9A A1R3 JPM V4.323,,,"5,418,608",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0386,Schedule BA Part 1,5824,241.1,48255U-AJ-3,JPM V4.323 KKR 2022-43A A1R,,,"3,758,678",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0387,Schedule BA Part 1,5824,249.2,48257F-AA-3,KKR 2022-43A A1R KKR 2025-55A A1,,,"1,986,657",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0388,Schedule BA Part 1,5824,262.8,1BAN0F-SW-P,Leann Sellers Grady County (Woodford- Scoop) Royalties,"445,138","463,274","463,274","9,471",,,,,"52,919",,100.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0389,Schedule BA Part 1,5824,270.9,539439-AX-7,Royalties LLOYDS V5.871,,,"4,339,075",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0390,Schedule BA Part 1,5824,278.9,55952E-AA-9,LLOYDS V5.871 MAGNE 2024-38A A1,,,"1,153,485",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0391,Schedule BA Part 1,5824,287.0,55821Y-AA-4,MAGNE 2024-38A A1 MDPK 2024-67A A1,,,"7,657,903",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0392,Schedule BA Part 1,5824,295.0,1BA211-30-4,MDPK 2024-67A A1 Mp Waters Edge Mezzanine LLC,1,1,1,,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0393,Schedule BA Part 1,5824,303.0,55336V-BN-9,Mp Waters Edge Mezzanine LLC MPLX,,,"6,955,966",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0394,Schedule BA Part 1,5824,311.1,61776N-VE-0,MPLX MS V4.466,,,"16,375,233",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0395,Schedule BA Part 1,5824,319.1,49338C-AB-9,MS V4.466 NGGLN 144A,,,"1,598,922",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0396,Schedule BA Part 1,5824,327.2,67706J-AA-2,NGGLN 144A OAKC 2024-18A A1,,,"4,905,700",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0397,Schedule BA Part 1,5824,335.2,67403C-AA-3,OAKC 2024-18A A1 OAKCL 2024-26A A1,,,"673,944",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0398,Schedule BA Part 1,5824,343.2,674436-AA-8,OAKCL 2024-26A A1 OBRAC 2025-2A A1,,,"1,367,484",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0399,Schedule BA Part 1,5824,351.3,69120V-AF-8,OBRAC 2025-2A A1 OCINCC NEW,,,"605,480",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0400,Schedule BA Part 1,5824,359.3,67570A-AA-4,OCINCC NEW OCP 2024-31A A1,,,"2,873,116",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0401,Schedule BA Part 1,5824,367.4,67570C-AA-0,OCP 2024-31A A1 OCP 2024-32A A1,,,"3,195,454",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0402,Schedule BA Part 1,5824,375.4,671080-AA-7,OCP 2024-32A A1 OCP 2024-33A A1,,,"14,472,030",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0403,Schedule BA Part 1,5824,383.4,67578F-AN-7,OCP 2024-33A A1 OCT49 2020-5A AR,,,"7,168,882",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0404,Schedule BA Part 1,5824,391.5,682680-CB-7,OCT49 2020-5A AR OKE,,,"3,886,350",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0405,Schedule BA Part 1,5824,399.5,69120D-AA-9,OKE OR 2020-3A AR,,,"8,357,321",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0406,Schedule BA Part 1,5824,407.6,68389X-BM-6,OR 2020-3A AR ORCL,,,"4,053,094",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0407,Schedule BA Part 1,5824,415.6,72132H-AL-6,ORCL PIPK 2022-10A A1R,,,"6,825,507",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0408,Schedule BA Part 1,5824,423.6,718172-CV-9,PIPK 2022-10A A1R PM,,,"8,036,226",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0409,Schedule BA Part 1,5824,431.7,1BA06E-YZ-1,PM Red Cloud Royalties,"3,925,410","3,674,292","3,674,292","(69,451)",,,,,"2,032,004",,100.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0410,Schedule BA Part 1,5824,439.7,758970-AA-5,Red Cloud Royalties REG27 2024-1A A1,,,"3,581,925",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0411,Schedule BA Part 1,5824,447.8,75901P-AA-4,REG27 2024-1A A1 REG28 2024-2A A1,,,"2,875,585",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0412,Schedule BA Part 1,5824,455.8,76209P-AC-7,REG28 2024-2A A1 RGA 144A,,,"1,744,788",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0413,Schedule BA Part 1,5824,463.8,913017-CY-3,RGA 144A RTX,,,"10,149,038",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0414,Schedule BA Part 1,5824,471.9,79587J-2B-8,RTX SAMMON 144A,,,"6,240,294",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0415,Schedule BA Part 1,5824,479.9,05964H-BF-1,SAMMON 144A SANTAN V5.365,,,"1,685,307",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0416,Schedule BA Part 1,5824,488.0,83011Q-AA-3,SANTAN V5.365 SIXST 2024-24A A,,,"3,054,029",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0417,Schedule BA Part 1,5824,496.0,83368R-BC-5,SIXST 2024-24A A SOCGEN V1.792,,,"1,596,311",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0418,Schedule BA Part 1,5824,504.0,82809E-AA-8,SOCGEN V1.792 SPCLO 2024-4A A1,,,"1,056,897",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0419,Schedule BA Part 1,5824,512.1,82809X-AA-6,SPCLO 2024-4A A1 SPCLO 2025-11A A1,,,"7,048,719",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0420,Schedule BA Part 1,5824,520.0,,SPCLO 2025-11A A1 Sprout Pref Equity,"162,898","162,898","162,898",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0421,Schedule BA Part 1,5824,528.2,00206R-GL-0,Sprout Pref Equity T,,,"8,718,458",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0422,Schedule BA Part 1,5824,536.2,87264A-DA-0,T TMUS,,,"3,353,109",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0423,Schedule BA Part 1,5824,544.2,895285-10-4,TMUS Trenwick America LLC,6,6,6,,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0424,Schedule BA Part 1,5825,168.8,87612B-BG-6,TRGP,,,"1,663,339",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0425,Schedule BA Part 1,5825,176.8,902613-AH-1,TRGP UBS V1.494 144A,,,"1,587,889",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0426,Schedule BA Part 1,5825,184.8,92920L-AN-7,UBS V1.494 144A VOYA 2022-4A A1R,,,"3,158,554",,,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0427,Schedule BA Part 1,5825,201.8,,"Apollo Aligned Alternatives, L.P.",,,"479,301,909","(118,673,283)",,,,,,"300,062,128",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0428,Schedule BA Part 1,5825,209.8,,"Apollo Aligned Alternatives, L.P. ATLAS SEC PRODUCTS C",,,"3,729,056","3,946,536",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0429,Schedule BA Part 1,5825,217.8,,ATLAS SEC PRODUCTS C ATLAS SEC PRODUCTS C,,,"3,729,056","3,946,536",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0430,Schedule BA Part 1,5825,225.9,,ATLAS SEC PRODUCTS C ATLAS SEC PRODUCTS C,,,"3,729,056","3,946,536",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0431,Schedule BA Part 1,5825,233.9,,ATLAS SEC PRODUCTS C ATLAS SEC PRODUCTS C GIC,,,"1,431,161","1,514,626",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0432,Schedule BA Part 1,5825,242.0,,ATLAS SEC PRODUCTS C GIC ATLAS SEC PRODUCTS C MM,,,"3,577,902","3,786,566",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0433,Schedule BA Part 1,5825,250.0,,ATLAS SEC PRODUCTS C MM ATLAS SEC PRODUCTS C GIC,,,"1,431,161","1,514,626",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0434,Schedule BA Part 1,5825,258.0,,ATLAS SEC PRODUCTS C GIC ATLAS SEC PRODUCTS C MM,,,"3,577,902","3,786,566",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0435,Schedule BA Part 1,5825,266.1,,ATLAS SEC PRODUCTS C MM ATLAS SEC PRODUCTS C GIC,,,"1,431,161","1,514,626",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0436,Schedule BA Part 1,5825,274.1,,ATLAS SEC PRODUCTS C GIC ATLAS SEC PRODUCTS C MM,,,"3,577,902","3,786,566",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
