template_id,source_rank,company,ticker,sector,industry,primary_lane,lane_rank,matched_signal_categories,capital_flow_role,likely_funding_wrapper,source_availability,current_proof_level,denominator_need,next_document,safe_claim,do_not_claim,priority_status,packet_path,analysis_path
ACET-001-433,433,Adapthealth Corp.,AHCO,Healthcare,Medical Distribution,capital_intensity_and_capex,,capital_intensity_and_capex,"capital-intensive buildout, capex, backlog, or physical-output candidate","operating cash flow, debt, equity, project finance, customer funding, retained earnings",packet-only,universe-radar,"capex, backlog, output, utilization, cash conversion, project cost, outside market denominator","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.","Adapthealth Corp. is a capital-intensive buildout, capex, backlog, or physical-output candidate based on current packet/radar evidence; promote only after primary-source extraction confirms the lane-specific amounts, actors, periods, and boundaries.","Do not treat Adapthealth Corp.'s capital_intensity_and_capex signal as source-to-use-to-output proof until source documents, denominators, and disproof checks are complete.",retain-low-signal,extracted/healthcare/medical-distribution/adapthealth-corp/company-packet.md,
ACET-001-434,434,Warby Parker Inc.,WRBY,Healthcare,Medical Instruments Supplies,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Warby Parker Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Warby Parker Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/healthcare/medical-instruments-supplies/warby-parker-inc/company-packet.md,
ACET-001-435,435,Frontier Group Holdings Inc.,ULCC,Industrial Goods,Air Delivery Freight Services,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Frontier Group Holdings Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Frontier Group Holdings Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/industrial-goods/air-delivery-freight-services/frontier-group-holdings-inc/company-packet.md,
ACET-001-436,436,Nike Inc.,NKE,Retail,Apparel Shoe Accessory Stores,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Nike Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Nike Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/retail/apparel-shoe-accessory-stores/nike-inc/company-packet.md,
ACET-001-437,437,Gap Inc.,GAP,Services,Apparel Stores,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Gap Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Gap Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/services/apparel-stores/gap-inc/company-packet.md,
ACET-001-438,438,Tjx Companies Inc.,TJX,Services,Apparel Stores,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Tjx Companies Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Tjx Companies Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/services/apparel-stores/tjx-companies-inc/company-packet.md,
ACET-001-439,439,Urban Outfitters Inc.,`URBN`,Services,Apparel Stores,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Urban Outfitters Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Urban Outfitters Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/services/apparel-stores/urban-outfitters-inc/company-packet.md,
ACET-001-440,440,Iheartmedia Inc.,IHRT,Services,Broadcasting Radio,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Iheartmedia Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Iheartmedia Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/services/broadcasting-radio/iheartmedia-inc/company-packet.md,
ACET-001-441,441,Best Buy Co. Inc.,BBY,Services,Electronics Stores,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Best Buy Co. Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Best Buy Co. Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/services/electronics-stores/best-buy-co-inc/company-packet.md,
ACET-001-442,442,Williams Sonoma Inc.,`WSM`,Services,Home Furnishings Fixtures,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Williams Sonoma Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Williams Sonoma Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/services/home-furnishings-fixtures/williams-sonoma-inc/company-packet.md,
ACET-001-443,443,Choice Hotels International Inc.,`CHH`,Services,Lodging,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Choice Hotels International Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Choice Hotels International Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/services/lodging/choice-hotels-international-inc/company-packet.md,
ACET-001-444,444,Hilton Worldwide Holdings Inc.,HLT,Services,Lodging,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Hilton Worldwide Holdings Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Hilton Worldwide Holdings Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/services/lodging/hilton-worldwide-holdings-inc/company-packet.md,
ACET-001-445,445,Marriott International Inc.,MAR,Services,Lodging,low_signal_general_company,,,low-signal company retained for universe coverage,unknown or not yet material,packet-and-source-pointers,radar-only-low-signal,none until stronger signal appears,"Keep in the universe, but do not prioritize until stronger capital-flow terms or hard numbers appear.",Marriott International Inc. is retained in the 519-company radar but has no promoted capital-flow claim yet.,Do not treat Marriott International Inc. as a priority capital-flow case without stronger evidence.,retain-low-signal,extracted/services/lodging/marriott-international-inc/company-packet.md,
